Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 21:05:22,2021-05-28 21:05:22,0.688s,PASSED
,,,,,,,
Test Cases/Edit FullName,Chrome 90.0.4430.212,,,2021-05-28 21:05:22,2021-05-28 21:06:02,40.074s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 21:05:22,2021-05-28 21:05:24,1.416s,PASSED
"navigateToUrl(""https://mattermost-autotest.herokuapp.com/signin"")",Chrome 90.0.4430.212,,,2021-05-28 21:05:24,2021-05-28 21:05:34,10.096s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _dcc84b""), username)",Chrome 90.0.4430.212,,,2021-05-28 21:05:34,2021-05-28 21:05:44,10.170s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _a3edc6""), password)",Chrome 90.0.4430.212,,,2021-05-28 21:05:44,2021-05-28 21:05:45,0.590s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 21:05:45,2021-05-28 21:05:45,0.529s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span""))",Chrome 90.0.4430.212,,,2021-05-28 21:05:45,2021-05-28 21:05:56,11.164s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Account Settings""))",Chrome 90.0.4430.212,,,2021-05-28 21:05:56,2021-05-28 21:05:57,0.559s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 21:05:57,2021-05-28 21:05:57,0.669s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_First Name_firstName""), firstName)",Chrome 90.0.4430.212,,,2021-05-28 21:05:57,2021-05-28 21:05:58,0.858s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_Last Name_lastName""), lastName)",Chrome 90.0.4430.212,,,2021-05-28 21:05:58,2021-05-28 21:05:59,0.727s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 21:05:59,2021-05-28 21:05:59,0.410s,PASSED
"verifyElementPresent(findTestObject(""Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_General Settings""), 0)",Chrome 90.0.4430.212,,,2021-05-28 21:05:59,2021-05-28 21:06:02,2.178s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 21:06:02,2021-05-28 21:06:02,0.693s,PASSED
,,,,,,,
Test Cases/Edit FullName,Chrome 90.0.4430.212,,,2021-05-28 21:06:02,2021-05-28 21:07:08,1m - 5.331s,FAILED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 21:06:02,2021-05-28 21:06:04,1.326s,PASSED
"navigateToUrl(""https://mattermost-autotest.herokuapp.com/signin"")",Chrome 90.0.4430.212,,,2021-05-28 21:06:04,2021-05-28 21:06:09,5.093s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _dcc84b""), username)",Chrome 90.0.4430.212,,,2021-05-28 21:06:09,2021-05-28 21:06:30,21.298s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _a3edc6""), password)",Chrome 90.0.4430.212,,,2021-05-28 21:06:30,2021-05-28 21:06:31,0.545s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 21:06:31,2021-05-28 21:06:31,0.547s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span""))",Chrome 90.0.4430.212,,,2021-05-28 21:06:31,2021-05-28 21:07:08,36.510s,FAILED
,,,,,,,
Test Cases/Edit FullName,Chrome 90.0.4430.212,,,2021-05-28 21:07:08,2021-05-28 21:08:38,1m - 30.410s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 21:07:08,2021-05-28 21:07:10,1.962s,PASSED
"navigateToUrl(""https://mattermost-autotest.herokuapp.com/signin"")",Chrome 90.0.4430.212,,,2021-05-28 21:07:10,2021-05-28 21:07:35,25.089s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _dcc84b""), username)",Chrome 90.0.4430.212,,,2021-05-28 21:07:35,2021-05-28 21:08:01,25.814s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _a3edc6""), password)",Chrome 90.0.4430.212,,,2021-05-28 21:08:01,2021-05-28 21:08:01,0.557s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 21:08:01,2021-05-28 21:08:02,0.582s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span""))",Chrome 90.0.4430.212,,,2021-05-28 21:08:02,2021-05-28 21:08:31,29.202s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Account Settings""))",Chrome 90.0.4430.212,,,2021-05-28 21:08:31,2021-05-28 21:08:32,0.859s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 21:08:32,2021-05-28 21:08:33,1.535s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_First Name_firstName""), firstName)",Chrome 90.0.4430.212,,,2021-05-28 21:08:33,2021-05-28 21:08:34,0.912s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_Last Name_lastName""), lastName)",Chrome 90.0.4430.212,,,2021-05-28 21:08:34,2021-05-28 21:08:35,0.695s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 21:08:35,2021-05-28 21:08:35,0.380s,PASSED
"verifyElementPresent(findTestObject(""Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_General Settings""), 0)",Chrome 90.0.4430.212,,,2021-05-28 21:08:35,2021-05-28 21:08:38,2.135s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 21:08:38,2021-05-28 21:08:38,0.678s,PASSED
,,,,,,,
Test Cases/Edit FullName,Chrome 90.0.4430.212,,,2021-05-28 21:08:38,2021-05-28 21:09:49,1m - 10.914s,FAILED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 21:08:38,2021-05-28 21:08:40,1.242s,PASSED
"navigateToUrl(""https://mattermost-autotest.herokuapp.com/signin"")",Chrome 90.0.4430.212,,,2021-05-28 21:08:40,2021-05-28 21:08:54,14.152s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _dcc84b""), username)",Chrome 90.0.4430.212,,,2021-05-28 21:08:54,2021-05-28 21:09:13,19.116s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _a3edc6""), password)",Chrome 90.0.4430.212,,,2021-05-28 21:09:13,2021-05-28 21:09:13,0.565s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 21:09:13,2021-05-28 21:09:14,0.535s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span""))",Chrome 90.0.4430.212,,,2021-05-28 21:09:14,2021-05-28 21:09:49,35.292s,FAILED
,,,,,,,
Test Cases/Edit FullName,Chrome 90.0.4430.212,,,2021-05-28 21:09:49,2021-05-28 21:11:45,1m - 55.427s,FAILED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 21:09:49,2021-05-28 21:09:51,1.880s,PASSED
"navigateToUrl(""https://mattermost-autotest.herokuapp.com/signin"")",Chrome 90.0.4430.212,,,2021-05-28 21:09:51,2021-05-28 21:10:42,50.463s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _dcc84b""), username)",Chrome 90.0.4430.212,,,2021-05-28 21:10:42,2021-05-28 21:11:08,26.656s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _a3edc6""), password)",Chrome 90.0.4430.212,,,2021-05-28 21:11:08,2021-05-28 21:11:09,0.526s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 21:11:09,2021-05-28 21:11:09,0.544s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span""))",Chrome 90.0.4430.212,,,2021-05-28 21:11:09,2021-05-28 21:11:45,35.350s,FAILED
