Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_General Settings""), 0)",Chrome 90.0.4430.212,,,2021-05-28 22:09:23,2021-05-28 22:09:24,0.437s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 22:09:24,2021-05-28 22:09:24,0.664s,PASSED
,,,,,,,
Test Cases/Edit FullName,Chrome 90.0.4430.212,,,2021-05-28 22:09:24,2021-05-28 22:09:49,24.205s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 22:09:24,2021-05-28 22:09:26,1.256s,PASSED
"navigateToUrl(""https://mattermost-autotest.herokuapp.com/signin"")",Chrome 90.0.4430.212,,,2021-05-28 22:09:26,2021-05-28 22:09:30,4.393s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _dcc84b""), username)",Chrome 90.0.4430.212,,,2021-05-28 22:09:30,2021-05-28 22:09:37,7.008s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _a3edc6""), password)",Chrome 90.0.4430.212,,,2021-05-28 22:09:37,2021-05-28 22:09:37,0.524s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 22:09:37,2021-05-28 22:09:38,0.534s,PASSED
"if (findTestObject(""Edit Fullname/Page_Mattermost/span_Back to Mattermost""))",Chrome 90.0.4430.212,,,2021-05-28 22:09:38,2021-05-28 22:09:41,2.783s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - mattermost Mattermost/span""))",Chrome 90.0.4430.212,,,2021-05-28 22:09:41,2021-05-28 22:09:43,1.754s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Account Settings""))",Chrome 90.0.4430.212,,,2021-05-28 22:09:43,2021-05-28 22:09:44,1.106s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 22:09:44,2021-05-28 22:09:44,0.692s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_First Name_firstName""), firstName)",Chrome 90.0.4430.212,,,2021-05-28 22:09:44,2021-05-28 22:09:46,1.847s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_Last Name_lastName""), lastName)",Chrome 90.0.4430.212,,,2021-05-28 22:09:46,2021-05-28 22:09:47,0.750s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 22:09:47,2021-05-28 22:09:47,0.415s,PASSED
"verifyElementPresent(findTestObject(""Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_General Settings""), 0)",Chrome 90.0.4430.212,,,2021-05-28 22:09:47,2021-05-28 22:09:48,0.453s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 22:09:48,2021-05-28 22:09:49,0.673s,PASSED
,,,,,,,
Test Cases/Edit FullName,Chrome 90.0.4430.212,,,2021-05-28 22:09:49,2021-05-28 22:10:13,24.457s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 22:09:49,2021-05-28 22:09:50,1.182s,PASSED
"navigateToUrl(""https://mattermost-autotest.herokuapp.com/signin"")",Chrome 90.0.4430.212,,,2021-05-28 22:09:50,2021-05-28 22:09:54,4.193s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _dcc84b""), username)",Chrome 90.0.4430.212,,,2021-05-28 22:09:54,2021-05-28 22:10:01,7.464s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _a3edc6""), password)",Chrome 90.0.4430.212,,,2021-05-28 22:10:01,2021-05-28 22:10:02,0.594s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 22:10:02,2021-05-28 22:10:03,0.529s,PASSED
"if (findTestObject(""Edit Fullname/Page_Mattermost/span_Back to Mattermost""))",Chrome 90.0.4430.212,,,2021-05-28 22:10:03,2021-05-28 22:10:06,3.439s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - mattermost Mattermost/span""))",Chrome 90.0.4430.212,,,2021-05-28 22:10:06,2021-05-28 22:10:07,0.925s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Account Settings""))",Chrome 90.0.4430.212,,,2021-05-28 22:10:07,2021-05-28 22:10:08,1.303s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 22:10:08,2021-05-28 22:10:09,0.564s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_First Name_firstName""), firstName)",Chrome 90.0.4430.212,,,2021-05-28 22:10:09,2021-05-28 22:10:10,0.866s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_Last Name_lastName""), lastName)",Chrome 90.0.4430.212,,,2021-05-28 22:10:10,2021-05-28 22:10:10,0.817s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 22:10:10,2021-05-28 22:10:11,0.423s,PASSED
"verifyElementPresent(findTestObject(""Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_General Settings""), 0)",Chrome 90.0.4430.212,,,2021-05-28 22:10:11,2021-05-28 22:10:12,1.469s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 22:10:12,2021-05-28 22:10:13,0.679s,PASSED
,,,,,,,
Test Cases/Edit FullName,Chrome 90.0.4430.212,,,2021-05-28 22:10:13,2021-05-28 22:11:09,56.102s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-28 22:10:13,2021-05-28 22:10:14,1.196s,PASSED
"navigateToUrl(""https://mattermost-autotest.herokuapp.com/signin"")",Chrome 90.0.4430.212,,,2021-05-28 22:10:14,2021-05-28 22:10:23,8.623s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _dcc84b""), username)",Chrome 90.0.4430.212,,,2021-05-28 22:10:23,2021-05-28 22:10:38,15.304s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/input_All team communication in one place, _a3edc6""), password)",Chrome 90.0.4430.212,,,2021-05-28 22:10:38,2021-05-28 22:10:39,0.564s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Mattermost/span_Sign in""))",Chrome 90.0.4430.212,,,2021-05-28 22:10:39,2021-05-28 22:10:41,2.652s,PASSED
"if (findTestObject(""Edit Fullname/Page_Mattermost/span_Back to Mattermost""))",Chrome 90.0.4430.212,,,2021-05-28 22:10:41,2021-05-28 22:10:58,16.284s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - mattermost Mattermost/span""))",Chrome 90.0.4430.212,,,2021-05-28 22:10:58,2021-05-28 22:11:01,2.970s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Account Settings""))",Chrome 90.0.4430.212,,,2021-05-28 22:11:01,2021-05-28 22:11:02,0.883s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_Edit""))",Chrome 90.0.4430.212,,,2021-05-28 22:11:02,2021-05-28 22:11:02,0.632s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_First Name_firstName""), firstName)",Chrome 90.0.4430.212,,,2021-05-28 22:11:02,2021-05-28 22:11:03,0.834s,PASSED
"setText(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/input_Last Name_lastName""), lastName)",Chrome 90.0.4430.212,,,2021-05-28 22:11:03,2021-05-28 22:11:04,0.748s,PASSED
"click(findTestObject(""Object Repository/Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/button_Save""))",Chrome 90.0.4430.212,,,2021-05-28 22:11:04,2021-05-28 22:11:04,0.414s,PASSED
"verifyElementPresent(findTestObject(""Edit Fullname/Page_Town Square - Fit.hcmus Mattermost/span_General Settings""), 0)",Chrome 90.0.4430.212,,,2021-05-28 22:11:04,2021-05-28 22:11:09,4.314s,PASSED
closeBrowser(),Chrome 90.0.4430.212,,,2021-05-28 22:11:09,2021-05-28 22:11:09,0.671s,PASSED
